CodMun;UF;Cod UF;Mun;Pop estimada 2021;Faixa_pop;Regiao
2113009;MA;21;Vitorino Freire;31520;4 - 20001 até 5000;2 - Nordeste
2114007;MA;21;Zé Doc;52190;5 - 50001 até 10000;2 - Nordeste
2200053;PI;22;Acau�;7119;2 - 5001 até 1000;2 - Nordeste
2200103;PI;22;Agricolândi;5123;2 - 5001 até 1000;2 - Nordeste
2200202;PI;22;�gua Branca;17525;3 - 10001 até 2000;2 - Nordeste
2200251;PI;22;Alagoinha do Piau�;7678;2 - 5001 até 1000;2 - Nordeste
2200277;PI;22;Alegrete do Piau�;4921;1 - Até 500;2 - Nordeste
2200301;PI;22;Alto Long�;14371;3 - 10001 até 2000;2 - Nordeste
2200400;PI;22;Altos;40681;4 - 20001 até 5000;2 - Nordeste
2200459;PI;22;Alvorada do Gurguéi;5469;2 - 5001 até 1000;2 - Nordeste
2200509;PI;22;Amarante;17609;3 - 10001 até 2000;2 - Nordeste
2200608;PI;22;Angical do Piau�;6779;2 - 5001 até 1000;2 - Nordeste
2200707;PI;22;Anísio de Abre;9994;2 - 5001 até 1000;2 - Nordeste
2200806;PI;22;Antônio Almeid;3175;1 - Até 500;2 - Nordeste
2200905;PI;22;Aroazes;5819;2 - 5001 até 1000;2 - Nordeste
2200954;PI;22;Aroeiras do Itaim;2551;1 - Até 500;2 - Nordeste
2201002;PI;22;Arraial;4713;1 - Até 500;2 - Nordeste
2201051;PI;22;Assunção do Pia;7879;2 - 5001 até 1000;2 - Nordeste
2201101;PI;22;Avelino Lopes;11361;3 - 10001 até 2000;2 - Nordeste
2201150;PI;22;Baixa Grande do Ribeiro;11751;3 - 10001 até 2000;2 - Nordeste
2201176;PI;22;Barra DAlcântar;3953;1 - Até 500;2 - Nordeste
2201200;PI;22;Barras;47298;4 - 20001 até 5000;2 - Nordeste
2201309;PI;22;Barreiras do Piau�;3356;1 - Até 500;2 - Nordeste
2201408;PI;22;Barro Duro;7022;2 - 5001 até 1000;2 - Nordeste
2201507;PI;22;Batalha;26951;4 - 20001 até 5000;2 - Nordeste
2201556;PI;22;Bela Vista do Piau�;4044;1 - Até 500;2 - Nordeste
2201572;PI;22;Belém do Piau;3607;1 - Até 500;2 - Nordeste
2201606;PI;22;Beneditinos;10479;3 - 10001 até 2000;2 - Nordeste
2201705;PI;22;Bertolíni;5512;2 - 5001 até 1000;2 - Nordeste
2201739;PI;22;Betânia do Piau;6214;2 - 5001 até 1000;2 - Nordeste
2201770;PI;22;Boa Hora;6848;2 - 5001 até 1000;2 - Nordeste
2201804;PI;22;Bocaina;4509;1 - Até 500;2 - Nordeste
2201903;PI;22;Bom Jesus;25584;4 - 20001 até 5000;2 - Nordeste
2201919;PI;22;Bom Princípio do Piau;5670;2 - 5001 até 1000;2 - Nordeste
2201929;PI;22;Bonfim do Piau�;5700;2 - 5001 até 1000;2 - Nordeste
2201945;PI;22;Boqueirão do Piau;6443;2 - 5001 até 1000;2 - Nordeste
2201960;PI;22;Brasileira;8364;2 - 5001 até 1000;2 - Nordeste
2201988;PI;22;Brejo do Piau�;3824;1 - Até 500;2 - Nordeste
